TransactionID,CustID,Date,Employee,ProductID,ProductName,VendorID,ProductVendor,UnitPrice,Quantity,Subtotal,Tax(8%),OrderTotal
10548,79,5/26/2024,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,14,10,140,11.2,151.2
10548,79,5/26/2024,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,14,135.1,10.81,145.91
10568,56,6/13/2024,Janet Leverling,10,Ikura,4,Tokyo Traders,31,5,155,12.4,167.4
10570,35,6/17/2024,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21,15,315,25.2,340.2
10572,27,6/18/2024,Janet Leverling,16,Pavlova,7,"Pavlova, Ltd.",17.45,12,209.4,16.75,226.15
10572,27,6/18/2024,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32,10,320,25.6,345.6
10572,27,6/18/2024,Janet Leverling,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,15,116.25,9.3,125.55
10576,4,6/23/2024,Janet Leverling,1,Chai,1,Exotic Liquids,18,10,180,14.4,194.4
10576,4,6/23/2024,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250,20,270
10576,4,6/23/2024,Janet Leverling,44,Gula Malacca,20,Leka Trading,19.45,21,408.45,32.68,441.13
10582,82,6/27/2024,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,4,78,6.24,84.24
10582,82,6/27/2024,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18,14,252,20.16,272.16
10592,80,7/8/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,5,156.15,12.49,168.64
10594,41,7/9/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,24,168,13.44,181.44
10625,83,8/8/2024,Janet Leverling,14,Tofu,6,Mayumi's,23.25,3,69.75,5.58,75.33
10625,83,8/8/2024,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14,5,70,5.6,75.6
10625,83,8/8/2024,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,34,10,340,27.2,367.2
10638,64,8/20/2024,Janet Leverling,45,Rogede sild,21,Lyngbysild,9.5,20,190,15.2,205.2
10638,64,8/20/2024,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,21,442.05,35.36,477.41
10644,52,8/25/2024,Janet Leverling,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,4,250,20,270
10644,52,8/25/2024,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46,20,920,73.6,993.6
10644,52,8/25/2024,Janet Leverling,46,Spegesild,21,Lyngbysild,12,21,252,20.16,272.16
10662,37,9/9/2024,Janet Leverling,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,10,125,10,135
10681,36,9/25/2024,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",10,12,120,9.6,129.6
10682,40,9/25/2024,Janet Leverling,66,Louisiana Hot Spiced Okra,2,New Orleans Cajun Delights,17,4,68,5.44,73.44
10684,26,9/26/2024,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,20,368,29.44,397.44
10693,22,10/6/2024,Janet Leverling,9,Mishi Kobe Niku,4,Tokyo Traders,97,6,582,46.56,628.56
10693,22,10/6/2024,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,15,15,225,18,243
10697,64,10/8/2024,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,7,64.4,5.15,69.55
10697,64,10/8/2024,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,18,9,162,12.96,174.96
10699,66,10/9/2024,Janet Leverling,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,12,114,9.12,123.12
10700,17,10/10/2024,Janet Leverling,1,Chai,1,Exotic Liquids,18,5,90,7.2,97.2
10700,17,10/10/2024,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,14,12,168,13.44,181.44
10712,31,10/21/2024,Janet Leverling,53,Perth Pasties,24,"G'day, Mate",32.8,3,98.4,7.87,106.27
10715,9,10/23/2024,Janet Leverling,10,Ikura,4,Tokyo Traders,31,21,651,52.08,703.08
10723,22,10/30/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,15,468.45,37.48,505.93
10732,9,11/6/2024,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18,20,360,28.8,388.8
10739,67,11/12/2024,Janet Leverling,36,Inlagd Sill,17,Svensk Sjfda AB,19,6,114,9.12,123.12
10739,67,11/12/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,18,126,10.08,136.08
10742,58,11/14/2024,Janet Leverling,3,Aniseed Syrup,1,Exotic Liquids,10,20,200,16,216
10751,28,11/24/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,12,374.76,29.98,404.74
10751,28,11/24/2024,Janet Leverling,50,Valkoinen suklaa,23,Karkki Oy,16.25,20,325,26,351
10751,28,11/24/2024,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,15,15,225,18,243
10753,44,11/25/2024,Janet Leverling,45,Rogede sild,21,Lyngbysild,9.5,4,38,3.04,41.04
10753,44,11/25/2024,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,10,5,50,4,54
10758,28,11/28/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,20,624.6,49.97,674.57
10759,83,11/28/2024,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32,10,320,25.6,345.6
10762,53,12/2/2024,Janet Leverling,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18,16,288,23.04,311.04
10763,47,12/3/2024,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21,6,126,10.08,136.08
10763,47,12/3/2024,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90,7.2,97.2
10768,20,12/8/2024,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21,4,84,6.72,90.72
10768,20,12/8/2024,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,34,15,510,40.8,550.8
10768,20,12/8/2024,Janet Leverling,71,Flotemysost,15,Norske Meierier,21.5,12,258,20.64,278.64
10769,21,12/8/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,15,105,8.4,113.4
10769,21,12/8/2024,Janet Leverling,61,Sirop d'rable,29,Forts d'rables,28.5,20,570,45.6,615.6
10769,21,12/8/2024,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,15,739.5,59.16,798.66
10772,80,12/10/2024,Janet Leverling,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,18,2228.22,178.26,2406.48
10778,27,12/16/2024,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,10,96.5,7.72,104.22
10779,66,12/16/2024,Janet Leverling,16,Pavlova,7,"Pavlova, Ltd.",17.45,20,349,27.92,376.92
10779,66,12/16/2024,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,20,986,78.88,1064.88
10793,20,12/24/2024,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,14,135.1,10.81,145.91
10793,20,12/24/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,8,56,4.48,60.48
10796,25,12/25/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,21,655.83,52.47,708.3
10796,25,12/25/2024,Janet Leverling,44,Gula Malacca,20,Leka Trading,19.45,10,194.5,15.56,210.06
10796,25,12/25/2024,Janet Leverling,69,Gudbrandsdalsost,15,Norske Meierier,36,24,864,69.12,933.12
10806,29,12/31/2024,Janet Leverling,2,Chang,1,Exotic Liquids,19,20,380,30.4,410.4
10806,29,12/31/2024,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,2,42.1,3.37,45.47
10806,29,12/31/2024,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,10,15,150,12,162
10814,29,1/5/2025,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,20,193,15.44,208.44
10814,29,1/5/2025,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46,20,920,73.6,993.6
10814,29,1/5/2025,Janet Leverling,48,Chocolade,22,Zaanse Snoepfabriek,12.75,8,102,8.16,110.16
10831,16,1/14/2025,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,2,18.4,1.47,19.87
10831,16,1/14/2025,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,18,8,144,11.52,155.52
10831,16,1/14/2025,Janet Leverling,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,8,2108,168.64,2276.64
10831,16,1/14/2025,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46,9,414,33.12,447.12
10838,64,1/19/2025,Janet Leverling,1,Chai,1,Exotic Liquids,18,4,72,5.76,77.76
10839,3,1/19/2025,Janet Leverling,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,15,522,41.76,563.76
10855,41,1/27/2025,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,14,175,14,189
10855,41,1/27/2025,Janet Leverling,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38,24,912,72.96,984.96
10855,41,1/27/2025,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,15,315.75,25.26,341.01
10856,40,1/28/2025,Janet Leverling,2,Chang,1,Exotic Liquids,19,20,380,30.4,410.4
10856,40,1/28/2025,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14,20,280,22.4,302.4
10860,39,1/29/2025,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",53,3,159,12.72,171.72
10860,39,1/29/2025,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18,20,360,28.8,388.8
10879,54,2/10/2025,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,12,220.8,17.66,238.46
10879,54,2/10/2025,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,10,210.5,16.84,227.34
10879,54,2/10/2025,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18,10,180,14.4,194.4
10903,42,2/24/2025,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,21,442.05,35.36,477.41
10903,42,2/24/2025,Janet Leverling,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,20,250,20,270
10904,22,2/24/2025,Janet Leverling,58,Escargots de Bourgogne,27,Escargots Nouveaux,13.25,15,198.75,15.9,214.65
10911,51,2/26/2025,Janet Leverling,1,Chai,1,Exotic Liquids,18,10,180,14.4,194.4
10911,51,2/26/2025,Janet Leverling,17,Alice Mutton,7,"Pavlova, Ltd.",39,12,468,37.44,505.44
10911,51,2/26/2025,Janet Leverling,67,Laughing Lumberjack Lager,16,Bigfoot Breweries,14,15,210,16.8,226.8
10924,27,3/4/2025,Janet Leverling,10,Ikura,4,Tokyo Traders,31,20,620,49.6,669.6
10924,27,3/4/2025,Janet Leverling,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,6,46.5,3.72,50.22
10925,42,3/4/2025,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,12,84,6.72,90.72
10934,80,3/9/2025,Janet Leverling,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25,20,500,40,540
10938,59,3/10/2025,Janet Leverling,13,Konbu,6,Mayumi's,6,20,120,9.6,129.6
10938,59,3/10/2025,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,46,24,1104,88.32,1192.32
10947,62,3/13/2025,Janet Leverling,59,Raclette Courdavault,28,Gai pturage,55,4,220,17.6,237.6
10948,51,3/13/2025,Janet Leverling,50,Valkoinen suklaa,23,Karkki Oy,16.25,9,146.25,11.7,157.95
10948,51,3/13/2025,Janet Leverling,55,Pt chinois,25,Ma Maison,24,4,96,7.68,103.68
10960,25,3/19/2025,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,10,45,3.6,48.6
10960,25,3/19/2025,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,24,231.6,18.53,250.13
10964,75,3/20/2025,Janet Leverling,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,6,375,30,405
10964,75,3/20/2025,Janet Leverling,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,5,1317.5,105.4,1422.9
10964,75,3/20/2025,Janet Leverling,69,Gudbrandsdalsost,15,Norske Meierier,36,10,360,28.8,388.8
10974,15,3/25/2025,Janet Leverling,63,Vegie-spread,7,"Pavlova, Ltd.",43.9,10,439,35.12,474.12
11003,84,4/6/2025,Janet Leverling,1,Chai,1,Exotic Liquids,18,4,72,5.76,77.76
11003,84,4/6/2025,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,10,184,14.72,198.72
11003,84,4/6/2025,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,10,70,5.6,75.6
11004,85,4/7/2025,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,6,187.38,14.99,202.37
11004,85,4/7/2025,Janet Leverling,76,Lakkalikri,23,Karkki Oy,18,6,108,8.64,116.64
11006,36,4/7/2025,Janet Leverling,1,Chai,1,Exotic Liquids,18,8,144,11.52,155.52
11006,36,4/7/2025,Janet Leverling,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,2,247.58,19.81,267.39
11011,50,4/9/2025,Janet Leverling,71,Flotemysost,15,Norske Meierier,21.5,20,430,34.4,464.4
11021,59,4/14/2025,Janet Leverling,2,Chang,1,Exotic Liquids,19,11,209,16.72,225.72
11021,59,4/14/2025,Janet Leverling,20,Sir Rodney's Marmalade,8,"Specialty Biscuits, Ltd.",81,15,1215,97.2,1312.2
11049,43,4/24/2025,Janet Leverling,2,Chang,1,Exotic Liquids,19,10,190,15.2,205.2
11049,43,4/24/2025,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',38,4,152,12.16,164.16
11052,42,4/27/2025,Janet Leverling,61,Sirop d'rable,29,Forts d'rables,28.5,10,285,22.8,307.8
11057,76,4/29/2025,Janet Leverling,70,Outback Lager,7,"Pavlova, Ltd.",15,3,45,3.6,48.6
10250,42,7/8/2023,Margaret Peacock,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,10,77,6.16,83.16
10250,42,7/8/2023,Margaret Peacock,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,15,252,20.16,272.16
10257,25,7/16/2023,Margaret Peacock,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,14.4,6,86.4,6.91,93.31
10257,25,7/16/2023,Margaret Peacock,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,15,156,12.48,168.48
10259,86,7/18/2023,Margaret Peacock,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8,10,80,6.4,86.4
10259,86,7/18/2023,Margaret Peacock,37,Gravad lax,17,Svensk Sjfda AB,20.8,1,20.8,1.66,22.46
10260,26,7/19/2023,Margaret Peacock,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,16,123.2,9.86,133.06
10260,26,7/19/2023,Margaret Peacock,62,Tarte au sucre,29,Forts d'rables,39.4,15,591,47.28,638.28
10260,26,7/19/2023,Margaret Peacock,70,Outback Lager,7,"Pavlova, Ltd.",12,21,252,20.16,272.16
10261,33,7/19/2023,Margaret Peacock,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8,20,160,12.8,172.8
10261,33,7/19/2023,Margaret Peacock,35,Steeleye Stout,16,Bigfoot Breweries,14.4,20,288,23.04,311.04
10267,19,7/29/2023,Margaret Peacock,76,Lakkalikri,23,Karkki Oy,14.4,15,216,17.28,233.28
10281,5,8/14/2023,Margaret Peacock,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,1,7.3,0.58,7.88
10281,5,8/14/2023,Margaret Peacock,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,6,21.6,1.73,23.33
10281,5,8/14/2023,Margaret Peacock,35,Steeleye Stout,16,Bigfoot Breweries,14.4,4,57.6,4.61,62.21
10282,5,8/15/2023,Margaret Peacock,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,6,124.2,9.94,134.14
10282,5,8/15/2023,Margaret Peacock,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,2,31.2,2.5,33.7
10284,80,8/19/2023,Margaret Peacock,27,Schoggi Schokolade,11,Heli Swaren GmbH & Co. KG,35.1,15,526.5,42.12,568.62
10284,80,8/19/2023,Margaret Peacock,44,Gula Malacca,20,Leka Trading,15.5,21,325.5,26.04,351.54
10284,80,8/19/2023,Margaret Peacock,60,Camembert Pierrot,28,Gai pturage,27.2,20,544,43.52,587.52
10284,80,8/19/2023,Margaret Peacock,67,Laughing Lumberjack Lager,16,Bigfoot Breweries,11.2,5,56,4.48,60.48
10288,30,8/23/2023,Margaret Peacock,54,Tourtire,25,Ma Maison,5.9,10,59,4.72,63.72
10288,30,8/23/2023,Margaret Peacock,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10,3,30,2.4,32.4
10294,7,8/30/2023,Margaret Peacock,1,Chai,1,Exotic Liquids,14.4,18,259.2,20.74,279.94
10294,7,8/30/2023,Margaret Peacock,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,15,468,37.44,505.44
10294,7,8/30/2023,Margaret Peacock,43,Ipoh Coffee,20,Leka Trading,36.8,15,552,44.16,596.16
10294,7,8/30/2023,Margaret Peacock,60,Camembert Pierrot,28,Gai pturage,27.2,21,571.2,45.7,616.9
10294,7,8/30/2023,Margaret Peacock,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,6,37.2,2.98,40.18
10299,48,9/6/2023,Margaret Peacock,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,15,109.5,8.76,118.26
10299,48,9/6/2023,Margaret Peacock,70,Outback Lager,7,"Pavlova, Ltd.",12,20,240,19.2,259.2
10302,63,9/10/2023,Margaret Peacock,43,Ipoh Coffee,20,Leka Trading,36.8,12,441.6,35.33,476.93
10315,23,9/26/2023,Margaret Peacock,34,Sasquatch Ale,16,Bigfoot Breweries,11.2,14,156.8,12.54,169.34
10323,8,10/7/2023,Margaret Peacock,15,Genen Shouyu,6,Mayumi's,12.4,5,62,4.96,66.96
10323,8,10/7/2023,Margaret Peacock,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,11.2,4,44.8,3.58,48.38
10323,8,10/7/2023,Margaret Peacock,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,14.4,4,57.6,4.61,62.21
10326,87,10/10/2023,Margaret Peacock,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,24,422.4,33.79,456.19
10326,87,10/10/2023,Margaret Peacock,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,16,249.6,19.97,269.57
10328,34,10/14/2023,Margaret Peacock,59,Raclette Courdavault,28,Gai pturage,44,9,396,31.68,427.68
10328,34,10/14/2023,Margaret Peacock,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10,10,100,8,108
10329,15,10/15/2023,Margaret Peacock,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,10,73,5.84,78.84
10329,15,10/15/2023,Margaret Peacock,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,8,165.6,13.25,178.85
10329,15,10/15/2023,Margaret Peacock,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,210.8,20,4216,337.28,4553.28
10329,15,10/15/2023,Margaret Peacock,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,12,364.8,29.18,393.98
10337,19,10/24/2023,Margaret Peacock,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,24,597.6,47.81,645.41
10337,19,10/24/2023,Margaret Peacock,36,Inlagd Sill,17,Svensk Sjfda AB,15.2,20,304,24.32,328.32
10338,41,10/25/2023,Margaret Peacock,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,20,624,49.92,673.92
10338,41,10/25/2023,Margaret Peacock,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,15,310.5,24.84,335.34
10342,19,10/30/2023,Margaret Peacock,2,Chang,1,Exotic Liquids,15.2,24,364.8,29.18,393.98
10343,80,10/31/2023,Margaret Peacock,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10,4,40,3.2,43.2
10343,80,10/31/2023,Margaret Peacock,76,Lakkalikri,23,Karkki Oy,14.4,15,216,17.28,233.28
10347,68,11/6/2023,Margaret Peacock,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,11.2,10,112,8.96,120.96
10347,68,11/6/2023,Margaret Peacock,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,4,58.8,4.7,63.5
10347,68,11/6/2023,Margaret Peacock,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,6,37.2,2.98,40.18
10348,38,11/7/2023,Margaret Peacock,1,Chai,1,Exotic Liquids,14.4,15,216,17.28,233.28
10360,65,11/22/2023,Margaret Peacock,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,210.8,10,2108,168.64,2276.64
10363,49,11/26/2023,Margaret Peacock,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10,20,200,16,216
10363,49,11/26/2023,Margaret Peacock,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,12,74.4,5.95,80.35
10363,49,11/26/2023,Margaret Peacock,76,Lakkalikri,23,Karkki Oy,14.4,12,172.8,13.82,186.62
10382,1,12/13/2023,Margaret Peacock,18,Carnarvon Tigers,7,"Pavlova, Ltd.",50,9,450,36,486
10382,1,12/13/2023,Margaret Peacock,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,99,14,1386,110.88,1496.88
10389,58,12/20/2023,Margaret Peacock,10,Ikura,4,Tokyo Traders,24.8,16,396.8,31.74,428.54
10389,58,12/20/2023,Margaret Peacock,55,Pt chinois,25,Ma Maison,19.2,15,288,23.04,311.04
10389,58,12/20/2023,Margaret Peacock,62,Tarte au sucre,29,Forts d'rables,39.4,20,788,63.04,851.04
10403,1,1/3/2024,Margaret Peacock,16,Pavlova,7,"Pavlova, Ltd.",13.9,21,291.9,23.35,315.25
10417,72,1/16/2024,Margaret Peacock,46,Spegesild,21,Lyngbysild,9.6,2,19.2,1.54,20.74
10418,59,1/17/2024,Margaret Peacock,61,Sirop d'rable,29,Forts d'rables,22.8,16,364.8,29.18,393.98
10418,59,1/17/2024,Margaret Peacock,74,Longlife Tofu,4,Tokyo Traders,8,15,120,9.6,129.6
10419,28,1/20/2024,Margaret Peacock,69,Gudbrandsdalsost,15,Norske Meierier,28.8,20,576,46.08,622.08
10426,56,1/27/2024,Margaret Peacock,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,5,152,12.16,164.16
10426,56,1/27/2024,Margaret Peacock,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,26.6,7,186.2,14.9,201.1
10440,17,2/10/2024,Margaret Peacock,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,99,24,2376,190.08,2566.08
10447,48,2/14/2024,Margaret Peacock,71,Flotemysost,15,Norske Meierier,17.2,2,34.4,2.75,37.15
10448,55,2/17/2024,Margaret Peacock,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,6,149.4,11.95,161.35
10448,55,2/17/2024,Margaret Peacock,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,20,294,23.52,317.52
10454,12,2/21/2024,Margaret Peacock,16,Pavlova,7,"Pavlova, Ltd.",13.9,20,278,22.24,300.24
10454,12,2/21/2024,Margaret Peacock,33,Geitost,15,Norske Meierier,2,20,40,3.2,43.2
10454,12,2/21/2024,Margaret Peacock,46,Spegesild,21,Lyngbysild,9.6,10,96,7.68,103.68
10459,29,2/27/2024,Margaret Peacock,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,24,16,384,30.72,414.72
10459,29,2/27/2024,Margaret Peacock,46,Spegesild,21,Lyngbysild,9.6,20,192,15.36,207.36
10464,34,3/4/2024,Margaret Peacock,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,16,281.6,22.53,304.13
10464,34,3/4/2024,Margaret Peacock,43,Ipoh Coffee,20,Leka Trading,36.8,3,110.4,8.83,119.23
10464,34,3/4/2024,Margaret Peacock,60,Camembert Pierrot,28,Gai pturage,27.2,20,544,43.52,587.52
10466,57,3/6/2024,Margaret Peacock,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,10,168,13.44,181.44
10466,57,3/6/2024,Margaret Peacock,46,Spegesild,21,Lyngbysild,9.6,5,48,3.84,51.84
10470,9,3/11/2024,Margaret Peacock,23,Tunnbrd,9,PB Knckebrd AB,7.2,15,108,8.64,116.64
10470,9,3/11/2024,Margaret Peacock,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,26.6,8,212.8,17.02,229.82
10485,64,3/25/2024,Margaret Peacock,2,Chang,1,Exotic Liquids,15.2,20,304,24.32,328.32
10485,64,3/25/2024,Margaret Peacock,3,Aniseed Syrup,1,Exotic Liquids,8,20,160,12.8,172.8
10493,12,4/2/2024,Margaret Peacock,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,15,252,20.16,272.16
10493,12,4/2/2024,Margaret Peacock,66,Louisiana Hot Spiced Okra,2,New Orleans Cajun Delights,13.6,10,136,10.88,146.88
10493,12,4/2/2024,Margaret Peacock,69,Gudbrandsdalsost,15,Norske Meierier,28.8,10,288,23.04,311.04
10499,10,4/8/2024,Margaret Peacock,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,20,912,72.96,984.96
10504,22,4/11/2024,Margaret Peacock,2,Chang,1,Exotic Liquids,19,12,228,18.24,246.24
10504,22,4/11/2024,Margaret Peacock,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",10,12,120,9.6,129.6
10504,22,4/11/2024,Margaret Peacock,53,Perth Pasties,24,"G'day, Mate",32.8,10,328,26.24,354.24
10509,82,4/17/2024,Margaret Peacock,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,3,136.8,10.94,147.74
10511,9,4/18/2024,Margaret Peacock,8,Northwoods Cranberry Sauce,3,Grandma Kelly's Homestead,40,10,400,32,432
10518,4,4/25/2024,Margaret Peacock,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,5,22.5,1.8,24.3
10518,4,4/25/2024,Margaret Peacock,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,15,3952.5,316.2,4268.7
10518,4,4/25/2024,Margaret Peacock,44,Gula Malacca,20,Leka Trading,19.45,9,175.05,14,189.05
